Date,Machine_ID,Line,Shift,Downtime_Reason,Downtime_Minutes,Production_Rate_Units_Per_Hour,Profit_Per_Unit_USD
2025-01-18,CNC-301,Line C,Night,Tool Change / Wear,18,31,6.67
2025-06-30,CNC-202,Line B,Afternoon,Changeover / Setup,26,47,8.98
2025-09-04,CNC-202,Line B,Morning,Changeover / Setup,29,53,5.44
2025-04-23,CNC-102,Line A,Night,Unplanned Breakdown,136,37,7.52
2025-04-16,CNC-301,Line C,Night,Quality Hold / Inspection,20,32,9.46
2025-05-31,CNC-201,Line B,Night,Preventive Maintenance,56,55,6.03
2025-11-07,CNC-101,Line A,Night,Tool Change / Wear,21,39,4.66
2025-11-01,CNC-102,Line A,Afternoon,Unplanned Breakdown,111,36,8.66
2025-02-10,CNC-101,Line A,Night,Operator Break / Shift Change,17,45,7.21
2025-04-04,CNC-102,Line A,Morning,Changeover / Setup,39,39,8.11
2025-06-28,CNC-301,Line C,Afternoon,Tool Change / Wear,39,30,6.1
2025-12-02,CNC-301,Line C,Morning,Quality Hold / Inspection,24,27,6.25
2025-05-20,CNC-101,Line A,Night,Unplanned Breakdown,134,43,8.42
2025-01-10,CNC-102,Line A,Afternoon,Tool Change / Wear,22,36,5.45
2025-04-17,CNC-101,Line A,Afternoon,Tool Change / Wear,27,42,6.39
2025-12-18,CNC-202,Line B,Morning,Material Shortage,76,52,7.82
2025-08-09,CNC-202,Line B,Night,Preventive Maintenance,56,51,7.49
2025-04-05,CNC-102,Line A,Afternoon,Unplanned Breakdown,116,36,6.89
2025-07-03,CNC-202,Line B,Night,Quality Hold / Inspection,37,51,6.9
2025-08-19,CNC-201,Line B,Night,Unplanned Breakdown,216,54,6.11
2025-02-26,CNC-201,Line B,Night,Operator Break / Shift Change,15,52,6.49
2025-01-05,CNC-201,Line B,Night,Preventive Maintenance,61,57,7.42
2025-12-11,CNC-201,Line B,Night,Operator Break / Shift Change,13,55,8.71
2025-03-25,CNC-102,Line A,Night,Unplanned Breakdown,215,39,5.2
2025-07-11,CNC-101,Line A,Night,Tool Change / Wear,37,45,4.86
2025-06-28,CNC-301,Line C,Night,Changeover / Setup,23,31,5.61
2025-10-26,CNC-202,Line B,Morning,Preventive Maintenance,73,50,6.02
2025-07-06,CNC-202,Line B,Afternoon,Operator Break / Shift Change,18,47,6.39
2025-06-26,CNC-201,Line B,Night,Operator Break / Shift Change,12,52,5.16
2025-02-25,CNC-202,Line B,Morning,Preventive Maintenance,48,47,5.52
2025-11-28,CNC-202,Line B,Morning,Changeover / Setup,32,50,5.4
2025-08-09,CNC-301,Line C,Night,Preventive Maintenance,72,31,7.7
2025-11-28,CNC-201,Line B,Morning,Unplanned Breakdown,170,58,5.53
2025-01-16,CNC-102,Line A,Night,Unplanned Breakdown,199,35,8.67
2025-09-25,CNC-101,Line A,Morning,Quality Hold / Inspection,15,45,5.23
2025-02-06,CNC-102,Line A,Afternoon,Tool Change / Wear,30,37,6.54
2025-11-19,CNC-201,Line B,Morning,Quality Hold / Inspection,42,56,8.13
2025-11-18,CNC-301,Line C,Night,Changeover / Setup,32,30,6.51
2025-02-07,CNC-202,Line B,Night,Preventive Maintenance,60,52,5.29
2025-09-24,CNC-102,Line A,Night,Quality Hold / Inspection,39,37,6.97
2025-07-15,CNC-101,Line A,Night,Changeover / Setup,59,44,6.03
2025-09-02,CNC-201,Line B,Morning,Quality Hold / Inspection,16,56,9.25
2025-12-14,CNC-202,Line B,Afternoon,Unplanned Breakdown,135,52,8.06
2025-12-11,CNC-201,Line B,Morning,Quality Hold / Inspection,16,53,6.91
2025-10-03,CNC-101,Line A,Afternoon,Material Shortage,90,41,5.23
2025-07-24,CNC-201,Line B,Morning,Tool Change / Wear,31,52,6.38
2025-03-23,CNC-202,Line B,Morning,Quality Hold / Inspection,45,49,7.18
2025-11-28,CNC-202,Line B,Afternoon,Tool Change / Wear,24,49,5.68
2025-01-05,CNC-301,Line C,Afternoon,Unplanned Breakdown,220,28,8.46
2025-01-03,CNC-101,Line A,Morning,Preventive Maintenance,68,43,5.46
2025-08-26,CNC-301,Line C,Night,Operator Break / Shift Change,20,30,4.77
2025-10-29,CNC-202,Line B,Night,Unplanned Breakdown,131,48,4.61
2025-01-02,CNC-102,Line A,Morning,Unplanned Breakdown,238,38,6.2
2025-11-17,CNC-301,Line C,Morning,Changeover / Setup,47,28,6.98
2025-03-04,CNC-102,Line A,Night,Changeover / Setup,44,38,8.37
2025-12-08,CNC-201,Line B,Afternoon,Tool Change / Wear,29,57,8.1
2025-01-08,CNC-101,Line A,Night,Material Shortage,115,44,6.37
2025-06-14,CNC-301,Line C,Morning,Operator Break / Shift Change,12,31,8.5
2025-10-26,CNC-102,Line A,Night,Unplanned Breakdown,181,37,6.6
2025-08-18,CNC-102,Line A,Afternoon,Unplanned Breakdown,205,36,7.22
2025-12-25,CNC-201,Line B,Morning,Changeover / Setup,39,54,6.93
2025-06-21,CNC-202,Line B,Afternoon,Changeover / Setup,30,47,8.62
2025-06-11,CNC-201,Line B,Night,Quality Hold / Inspection,29,53,6.0
2025-11-23,CNC-301,Line C,Afternoon,Quality Hold / Inspection,43,30,4.54
2025-04-30,CNC-301,Line C,Afternoon,Changeover / Setup,51,31,9.33
2025-12-30,CNC-301,Line C,Night,Tool Change / Wear,23,27,6.09
2025-08-16,CNC-101,Line A,Night,Unplanned Breakdown,177,44,8.35
2025-12-17,CNC-101,Line A,Night,Quality Hold / Inspection,47,43,7.85
2025-05-08,CNC-201,Line B,Afternoon,Tool Change / Wear,18,57,8.42
2025-11-10,CNC-202,Line B,Night,Material Shortage,45,48,8.69
2025-06-21,CNC-301,Line C,Afternoon,Operator Break / Shift Change,12,29,9.48
2025-12-03,CNC-102,Line A,Afternoon,Tool Change / Wear,31,41,7.35
2025-06-10,CNC-101,Line A,Morning,Unplanned Breakdown,205,43,7.41
2025-09-08,CNC-201,Line B,Night,Changeover / Setup,25,56,8.04
2025-10-31,CNC-102,Line A,Afternoon,Preventive Maintenance,50,36,8.14
2025-04-12,CNC-301,Line C,Afternoon,Operator Break / Shift Change,11,32,9.5
2025-08-02,CNC-301,Line C,Night,Material Shortage,104,27,6.13
2025-05-19,CNC-301,Line C,Night,Preventive Maintenance,88,27,5.4
2025-10-03,CNC-201,Line B,Night,Material Shortage,78,57,6.08
2025-12-24,CNC-101,Line A,Afternoon,Unplanned Breakdown,189,40,6.92
2025-03-06,CNC-301,Line C,Night,Operator Break / Shift Change,13,30,7.55
2025-02-25,CNC-102,Line A,Afternoon,Changeover / Setup,57,38,7.13
2025-12-11,CNC-301,Line C,Night,Material Shortage,90,27,8.8
2025-07-16,CNC-202,Line B,Night,Unplanned Breakdown,197,48,5.82
2025-02-10,CNC-101,Line A,Night,Quality Hold / Inspection,49,42,9.27
2025-05-31,CNC-101,Line A,Afternoon,Unplanned Breakdown,88,45,7.13
2025-02-02,CNC-301,Line C,Afternoon,Quality Hold / Inspection,29,33,7.11
2025-10-07,CNC-101,Line A,Morning,Unplanned Breakdown,172,39,6.96
2025-09-21,CNC-301,Line C,Afternoon,Changeover / Setup,50,30,8.73
2025-03-18,CNC-101,Line A,Morning,Unplanned Breakdown,91,40,8.46
2025-01-22,CNC-102,Line A,Night,Tool Change / Wear,29,36,8.51
2025-05-20,CNC-102,Line A,Morning,Material Shortage,77,39,9.36
2025-09-10,CNC-202,Line B,Morning,Tool Change / Wear,16,47,6.58
2025-10-17,CNC-301,Line C,Afternoon,Material Shortage,48,28,9.14
2025-04-13,CNC-201,Line B,Morning,Quality Hold / Inspection,45,58,8.7
2025-11-09,CNC-202,Line B,Afternoon,Changeover / Setup,48,48,7.27
2025-06-25,CNC-301,Line C,Afternoon,Operator Break / Shift Change,20,28,6.14
2025-07-07,CNC-102,Line A,Afternoon,Unplanned Breakdown,229,37,6.16
2025-12-02,CNC-301,Line C,Night,Preventive Maintenance,76,30,6.96
2025-05-02,CNC-301,Line C,Night,Operator Break / Shift Change,17,30,5.34
2025-10-24,CNC-301,Line C,Afternoon,Quality Hold / Inspection,19,28,8.96
2025-05-16,CNC-101,Line A,Afternoon,Operator Break / Shift Change,20,44,7.72
2025-08-29,CNC-301,Line C,Morning,Quality Hold / Inspection,20,27,8.2
2025-01-29,CNC-201,Line B,Afternoon,Material Shortage,85,58,8.16
2025-01-01,CNC-102,Line A,Morning,Operator Break / Shift Change,18,35,7.45
2025-03-21,CNC-201,Line B,Afternoon,Tool Change / Wear,16,57,8.36
2025-11-20,CNC-201,Line B,Morning,Unplanned Breakdown,163,53,5.07
2025-05-24,CNC-101,Line A,Night,Tool Change / Wear,45,42,8.77
